نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,أصحاب سابقون,إضافات,النوع,سنة الاصدار,سعر السيارة بالشيكل
1,5,0,1,0.21295255228243762,54357,1,1,1,1,394,0.8000000000000028,0.08898795460552134
1,4,0,0,0.1679784124128626,130,1,0,1,1,253,0.836363636363642,0.05695233099206317
1,4,0,0,0.32538790195637507,183000,1,1,1,1,94,0.8545454545454579,0.3843163597920888
1,4,0,0,0.21295255228243762,170000,1,0,1,1,92,0.8727272727272739,0.1890992783975781
0,4,0,0,0.1454913424780751,44000,0,1,0,0,423,0.890909090909097,0.06596235013334828
0,4,0,1,0.1679784124128626,80000,2,0,2,2,374,0.5818181818181826,0.020912254426922735
0,4,0,1,0.13424780751068136,99999,2,1,2,2,26,0.2727272727272682,0.008898895571875926
1,4,0,2,0.21295255228243762,99999,0,0,0,0,372,0.7454545454545478,0.05895455746790431
0,4,0,0,0.21295255228243762,67000,1,0,1,1,496,0.8545454545454579,0.23915494029360648
0,4,0,1,0.1679784124128626,99999,0,0,0,0,383,0.6909090909090927,0.05394899127830147
0,4,0,1,0.1679784124128626,00000,0,1,0,0,292,0.4000000000000014,0.021913367664843305
0,4,0,0,0.1679784124128626,90000,0,0,0,0,113,0.7454545454545478,0.035928952995731255
0,4,0,1,0.13424780751068136,99999,0,0,0,0,374,0.7454545454545478,0.04894342508869863
1,4,0,0,0.1679784124128626,99999,0,0,0,0,270,0.8545454545454579,0.10400465317432984
0,4,0,1,0.1904654823476501,290000,1,1,1,1,38,0.5272727272727276,0.02691893385444614
0,4,0,1,0.21295255228243762,99999,1,0,1,1,68,0.38181818181817834,0.033926726519890114
0,4,0,1,0.1679784124128626,250000,0,1,0,0,21,0.6727272727272767,0.03693006623365182
0,4,0,1,0.1454913424780751,97000,0,1,0,0,374,0.7272727272727318,0.03893229270949296
0,4,0,1,0.1454913424780751,99999,1,0,1,1,110,0.34545454545454635,0.018910027951081602
0,4,0,0,0.1679784124128626,٣٥ الف كيلو,0,1,0,0,567,0.9272727272727289,0.0839823884159185
0,4,0,1,0.21295255228243762,99999,1,1,1,1,25,0.5090909090909116,0.013904461761478764
1,4,0,1,0.17809759388351698,00000,1,0,1,1,132,0.7454545454545478,0.04594008537493693
0,4,0,0,0.1454913424780751,١٠٠,0,0,0,0,27,0.836363636363642,0.05895455746790431
0,4,0,1,0.13424780751068136,896000,0,0,0,0,22,0.2727272727272682,0.011902235285637627
0,4,0,0,0.1679784124128626,88000,0,0,0,0,431,0.7090909090909087,0.04243618904221494
0,4,0,0,0.1679784124128626,99999,0,1,0,0,562,0.5818181818181826,0.028921160330287278
1,4,1,1,0.20170901731504387,99999,0,1,0,0,132,0.6909090909090927,0.0033927727633128032
0,5,0,2,0.21295255228243762,123456,1,1,1,1,125,0.5636363636363666,0.02691893385444614
1,4,0,1,0.1679784124128626,99999,0,0,0,0,270,0.6909090909090927,0.043937858899095794
0,4,0,1,0.1679784124128626,99999,2,1,2,2,22,0.36363636363636237,0.016907801475240465
0,4,0,0,0.1679784124128626,180000,0,1,0,0,433,0.7454545454545478,0.04644064199389721
1,4,0,1,0.15673487744546885,١١,0,1,0,0,171,0.890909090909097,0.07397125603671283
1,4,0,0,0.21295255228243762,99999,1,1,1,1,598,0.8181818181818188,0.08598461489175963
0,4,0,1,0.1679784124128626,99999,2,1,2,2,374,0.5454545454545435,0.018910027951081602
1,4,0,0,0.23543962221722511,100الف,1,1,1,1,429,0.8000000000000028,0.11701912526729723
1,4,0,1,0.1679784124128626,١٢٦٠٠٠,0,1,0,0,270,0.8181818181818188,0.07397125603671283
0,4,0,1,0.1286260400269845,99999,0,1,0,0,341,0.8181818181818188,0.03893229270949296
1,4,0,0,0.1679784124128626,165000,0,1,0,0,270,0.7818181818181869,0.07397125603671283
0,4,0,0,0.1454913424780751,17000,0,1,0,0,593,0.890909090909097,0.06205800850545806
0,4,0,0,0.1454913424780751,129000,1,1,1,1,383,0.836363636363642,0.08097904870215679
0,4,0,0,0.1454913424780751,99999,1,1,1,1,271,0.890909090909097,0.09799797374680644
1,5,0,1,0.20170901731504387,500000,0,1,0,0,285,0.7272727272727318,0.051946764802460334
0,4,1,2,0.1904654823476501,99999,2,1,2,2,372,0.6545454545454537,0.0018911029064319523
0,4,0,0,0.1679784124128626,67.7,1,1,1,1,433,0.7454545454545478,0.05795344422998374
1,4,0,1,0.21295255228243762,١٢٠٠٠٠,0,1,0,0,24,0.6727272727272767,0.03893229270949296
0,4,0,1,0.1904654823476501,99999,0,0,0,0,67,0.36363636363636237,0.0159066882373199
1,4,0,1,0.26917022711940636,١٢٣٤٥٦٧٧,0,1,0,0,339,0.36363636363636237,0.020912254426922735
0,4,0,0,0.10051720260850013,99999,0,1,0,0,436,0.890909090909097,0.043937858899095794
1,1,0,1,0.007195862379131999,99999,1,0,1,1,525,0.5818181818181826,0.06896568984710998
1,4,0,0,0.1679784124128626,175000,0,1,0,0,379,0.8181818181818188,0.08898795460552134
1,4,0,0,0.21295255228243762,99999,0,0,0,0,42,0.8181818181818188,0.013904461761478764
0,4,0,0,0.1454913424780751,108000,0,0,0,0,386,0.836363636363642,0.07397125603671283
1,4,0,0,0.21295255228243762,68000,0,1,0,0,418,0.8181818181818188,0.0839823884159185
1,5,0,1,0.20170901731504387,99999,0,0,0,0,385,0.7090909090909087,0.03192450004404898
0,4,0,1,0.13424780751068136,١٠٨٠٠,0,0,0,0,22,0.2727272727272682,0.009399452190836209
0,4,0,0,0.21295255228243762,200000,0,1,0,0,372,0.5272727272727276,0.023915594140684438
0,4,0,1,0.1679784124128626,100,0,0,0,0,383,0.7090909090909087,0.06396012365750714
0,4,0,1,0.1679784124128626,99999,0,1,0,0,292,0.36363636363636237,0.023915594140684438
0,4,0,1,0.08927366764110636,99999,0,1,0,0,395,0.2909090909090913,0.0038933293822730874
0,4,0,1,0.1454913424780751,141540,0,1,0,0,27,0.8000000000000028,0.043937858899095794
0,4,0,0,0.21295255228243762,12000,0,1,0,0,153,0.8727272727272739,0.1390436165015497
1,4,0,1,0.1679784124128626,33000,1,0,1,1,593,0.8545454545454579,0.06796457660918942
0,4,0,0,0.12300427254328761,32000,0,0,0,0,374,0.890909090909097,0.0728700314750002
0,4,0,0,0.21295255228243762,16000,1,1,1,1,547,0.8727272727272739,0.09899908698472701
1,4,0,0,0.32538790195637507,99999,1,1,1,1,43,0.8181818181818188,0.29922173456884055
0,4,0,1,0.1679784124128626,000000,0,0,0,0,21,0.5454545454545435,0.01991114118900217
0,4,0,1,0.11176073757589387,99999,0,1,0,0,402,0.4363636363636334,0.015406131618359614
1,4,0,1,0.29165729705419385,99999,1,0,1,1,565,0.5999999999999985,0.06896568984710998
0,4,0,1,0.1454913424780751,99999,0,1,0,0,593,0.7272727272727318,0.03893229270949296
0,4,0,0,0.1679784124128626,24000,1,0,1,1,556,0.8545454545454579,0.08898795460552134
0,4,0,1,0.1679784124128626,75000,0,0,0,0,21,0.5454545454545435,0.023915594140684438
0,4,0,0,0.1454913424780751,٥٥٠٠٠,0,1,0,0,593,0.8545454545454579,0.05795344422998374
0,4,0,0,0.1679784124128626,100000,1,0,1,1,587,0.7454545454545478,0.05394899127830147
0,4,0,1,0.1454913424780751,١١٥٠٠٠,1,1,1,1,383,0.8000000000000028,0.0839823884159185
1,4,0,1,0.10152912075556556,100,0,0,0,0,270,0.7818181818181869,0.07397125603671283
0,5,0,1,0.1679784124128626,180000,0,0,0,0,386,0.4545454545454565,0.012903348523558195
1,4,0,1,0.23543962221722511,99999,1,0,1,1,603,0.7090909090909087,0.07397125603671283
0,4,0,0,0.1454913424780751,28000,0,1,0,0,593,0.890909090909097,0.06496023578218979
1,1,0,1,0.32538790195637507,99999,2,1,2,2,480,0.5454545454545435,0.07196902956087169
1,5,0,1,0.26917022711940636,99999,2,1,2,2,57,0.6727272727272767,0.043937858899095794
1,4,0,0,0.21295255228243762,١٠٠٠٠٠,0,1,0,0,270,0.8727272727272739,0.10400465317432984
1,4,0,1,0.1679784124128626,75000,0,0,0,0,383,0.6909090909090927,0.05895455746790431
1,5,0,1,0.20170901731504387,99999,0,1,0,0,270,0.6909090909090927,0.04193563242325466
0,4,0,0,0.10051720260850013,51000,0,1,0,0,424,0.890909090909097,0.045539640079768705
0,4,0,0,0.1904654823476501,180000,1,0,1,1,38,0.7636363636363638,0.0839823884159185
0,4,0,0,0.1679784124128626,150000,0,1,0,0,562,0.5818181818181826,0.02541726399756529
1,4,0,1,0.2579266921520126,99999,2,0,2,2,583,0.5818181818181826,0.06396012365750714
0,4,0,1,0.1679784124128626,99999,0,1,0,0,270,0.8545454545454579,0.0839823884159185
0,4,0,0,0.32538790195637507,00000,1,1,1,1,475,0.4363636363636334,0.033926726519890114
0,4,0,2,0.21295255228243762,99999,0,0,0,0,270,0.8545454545454579,0.0869857281296802
1,4,0,1,0.21295255228243762,39000,0,1,0,0,390,0.890909090909097,0.12602914440858234
0,4,0,0,0.1679784124128626,99999,0,0,0,0,329,0.8000000000000028,0.05595121775414261
0,4,0,1,1.0,٢٠٠٠٣,0,0,0,0,185,0.5999999999999985,0.01790891471316103
1,4,0,1,0.21295255228243762,90,0,0,0,0,407,0.8181818181818188,0.06396012365750714
1,4,0,0,0.21295255228243762,40000,1,1,1,1,604,0.8727272727272739,0.1460514091669937
0,4,1,2,0.1679784124128626,196000,0,1,0,0,21,0.6909090909090927,0.008898895571875926
1,4,0,0,0.21295255228243762,99999,1,1,1,1,603,0.890909090909097,0.13503916354986745
0,4,0,0,0.23543962221722511,99999,0,1,0,0,25,0.6545454545454537,0.023915594140684438
1,5,0,1,0.20170901731504387,244789,0,1,0,0,270,0.7454545454545478,0.05895455746790431
0,4,0,0,0.1904654823476501,170000,0,0,0,0,21,0.6909090909090927,0.043937858899095794
1,4,0,0,0.21295255228243762,99999,0,0,0,0,372,0.7090909090909087,0.05394899127830147
0,4,0,1,0.1679784124128626,١٢٠٠٠٠,0,1,0,0,595,0.7272727272727318,0.03292561328196955
1,4,0,0,0.29165729705419385,280000,0,1,0,0,508,0.6363636363636377,0.06896568984710998
1,4,0,0,0.21295255228243762,99999,1,1,1,1,598,0.7090909090909087,0.05695233099206317
0,4,0,0,0.1679784124128626,90000,0,1,0,0,607,0.7272727272727318,0.042936745661175224
1,4,0,0,0.21295255228243762,99999,1,0,1,1,372,0.8000000000000028,0.09899908698472701
1,5,0,1,0.20170901731504387,300000,0,0,0,0,270,0.6909090909090927,0.035928952995731255
1,4,0,1,0.1679784124128626,99999,0,1,0,0,132,0.8545454545454579,0.07297014279879226
0,4,0,1,0.1454913424780751,99999,0,0,0,0,27,0.8727272727272739,0.06396012365750714
1,4,0,1,0.1679784124128626,120000,0,1,0,0,280,0.7818181818181869,0.05394899127830147
0,4,0,1,0.2579266921520126,125000,0,0,0,0,547,0.7090909090909087,0.05695233099206317
0,4,0,0,0.1679784124128626,200,0,1,0,0,592,0.6909090909090927,0.03893229270949296
0,4,0,0,0.1679784124128626,79000,0,1,0,0,111,0.7454545454545478,0.033926726519890114
1,4,0,2,0.23543962221722511,80000,1,0,1,1,160,0.7454545454545478,0.06696346337126885
0,4,0,0,0.1679784124128626,15000,0,1,0,0,25,0.5999999999999985,0.030923386806128415
1,5,0,1,0.26917022711940636,0000,1,0,1,1,472,0.4727272727272725,0.0159066882373199
1,5,0,1,0.1454913424780751,220000,0,1,0,0,425,0.8181818181818188,0.04193563242325466
1,5,0,1,0.2579266921520126,99999,2,1,2,2,339,0.6363636363636377,0.043937858899095794
0,4,0,1,0.1454913424780751,٦٧٠٠٠,0,1,0,0,27,0.8545454545454579,0.050945651564539764
0,4,0,1,0.1454913424780751,١٢٣,1,0,1,1,383,0.7818181818181869,0.07297014279879226
1,4,0,0,0.32538790195637507,1000000,1,0,1,1,548,0.7454545454545478,0.1390436165015497
0,4,0,1,0.1454913424780751,87689,0,1,0,0,374,0.5636363636363666,0.028921160330287278
0,4,0,1,0.1679784124128626,99999,0,1,0,0,593,0.5636363636363666,0.024416150759644723
1,5,0,1,0.20170901731504387,99999,1,1,1,1,394,0.7636363636363638,0.08097904870215679
0,4,0,0,0.1679784124128626,80,0,1,0,0,423,0.7454545454545478,0.043937858899095794
1,1,0,1,0.2579266921520126,99999,2,1,2,2,142,0.5454545454545435,0.07597348251255395
0,4,0,0,0.1904654823476501,35000,1,0,1,1,503,0.8545454545454579,0.21713044905935397
0,4,0,0,0.21295255228243762,99999,1,1,1,1,372,0.7090909090909087,0.05595121775414261
0,4,0,0,0.1454913424780751,١١٢,0,1,0,0,27,0.8727272727272739,0.056451774373102885
1,5,0,1,0.20170901731504387,99999,0,0,0,0,270,0.6727272727272767,0.050945651564539764
1,1,0,1,0.01394198335956825,99999,2,1,2,2,175,0.5999999999999985,0.03893229270949296
0,4,0,0,0.010568922869350123,118000,2,1,2,2,365,0.7090909090909087,0.07897682222631566
0,4,0,1,0.1454913424780751,77000,0,0,0,0,300,0.8181818181818188,0.052947878040380904
0,4,0,1,0.1679784124128626,99999,1,1,1,1,575,0.5818181818181826,0.04193563242325466
1,4,0,0,0.23543962221722511,70,1,1,1,1,429,0.8181818181818188,0.12903248412234403
1,4,0,1,0.20170901731504387,99999,0,1,0,0,379,0.7454545454545478,0.7497226916330959
0,4,0,0,0.10051720260850013,18000,0,1,0,0,436,0.890909090909097,0.048442868469738345
0,4,0,1,0.1679784124128626,1234,0,0,0,0,21,0.6727272727272767,0.0469411986128575
0,4,0,1,0.10051720260850013,99999,0,0,0,0,591,0.5818181818181826,0.021913367664843305
0,4,0,1,0.5277715313694625,99999,0,1,0,0,563,0.7272727272727318,0.05595121775414261
0,4,0,1,0.13424780751068136,99999,2,1,2,2,231,0.36363636363636237,0.0063961124770745064
0,4,0,1,0.12300427254328761,50000,0,0,0,0,546,0.8727272727272739,0.07397125603671283
0,4,0,1,0.1679784124128626,٠٠٠٠٠,0,0,0,0,22,0.2909090909090913,0.00038943304955110086
0,4,0,0,0.1679784124128626,115000,0,0,0,0,383,0.7454545454545478,0.06396012365750714
0,4,0,0,0.1454913424780751,176000,0,1,0,0,374,0.6909090909090927,0.035928952995731255
0,4,0,1,0.08927366764110636,30,0,1,0,0,171,0.890909090909097,0.06396012365750714
1,4,0,1,0.1679784124128626,105000,0,1,0,0,248,0.8181818181818188,0.05394899127830147
0,4,0,1,0.1454913424780751,50,0,1,0,0,27,0.890909090909097,0.05695233099206317
1,1,0,1,0.34787497189116257,99999,2,1,2,2,555,0.5999999999999985,0.028921160330287278
0,4,0,0,0.1679784124128626,12000,0,1,0,0,341,0.8545454545454579,0.06496123689542771
1,5,0,1,0.1679784124128626,٣٠٠٠٠,0,1,0,0,425,0.7818181818181869,0.04093451918533409
0,4,0,0,0.1679784124128626,24489,0,0,0,0,592,0.7090909090909087,0.035928952995731255
1,5,0,1,0.20170901731504387,.........,0,1,0,0,280,0.6545454545454537,0.029922273568207845
1,4,0,1,0.20170901731504387,٢١٠ الاف,0,1,0,0,383,0.6545454545454537,0.044938972137016364
0,4,0,1,0.12300427254328761,47 الف,0,0,0,0,374,0.890909090909097,0.06195789718166601
1,4,0,1,0.1679784124128626,65000,0,1,0,0,390,0.8545454545454579,0.08898795460552134
1,4,0,1,0.26917022711940636,90990800,0,0,0,0,472,0.4363636363636334,0.014905574999399332
0,4,0,1,0.1679784124128626,99999,0,0,0,0,593,0.7090909090909087,0.034927839757810684
1,4,0,1,0.1679784124128626,٩٢٠٠٠,1,1,1,1,270,0.8545454545454579,0.08498350165383907
1,4,0,1,0.20170901731504387,٠٩٨٧٧٨٩٠,0,1,0,0,390,0.6363636363636377,0.018910027951081602
1,4,0,1,0.21295255228243762,84000,0,1,0,0,270,0.890909090909097,0.10100131346056815
1,5,0,1,0.20170901731504387,99999,0,1,0,0,270,0.6363636363636377,0.03893229270949296
0,4,0,0,0.1679784124128626,99999,0,0,0,0,431,0.7454545454545478,0.051946764802460334
0,4,0,0,0.3029008320215876,99999,1,1,1,1,474,0.3090909090909073,0.03693006623365182
0,0,0,0,0.1679784124128626,99999,0,1,0,0,340,0.8000000000000028,0.002491770849184293
0,4,0,0,0.1679784124128626,99999,0,0,0,0,372,0.5818181818181826,0.033926726519890114
1,4,0,0,0.21239037553406792,١٢٣٠٠٠,1,0,1,1,372,0.7090909090909087,0.06646290675230856
1,1,0,1,0.32538790195637507,360,0,1,0,0,482,0.6727272727272767,0.11902135174313837
1,5,0,1,0.26917022711940636,350 الف,0,1,0,0,582,0.8000000000000028,0.04894342508869863
1,4,0,0,0.21295255228243762,83000,0,0,0,0,372,0.8545454545454579,0.10901021936393268
0,4,0,0,0.21295255228243762,99999,2,1,2,2,422,0.8545454545454579,0.07897682222631566
0,4,0,1,0.1454913424780751,65000,0,1,0,0,305,0.8181818181818188,0.06396012365750714
0,4,0,0,0.20170901731504387,000000000,0,0,0,0,471,0.2909090909090913,0.014905574999399332
0,4,0,1,0.1286260400269845,50000,0,1,0,0,341,0.8727272727272739,0.04644064199389721
0,4,0,1,0.08983584438947606,125000,0,1,0,0,395,0.3090909090909073,0.004393886001233371
0,4,0,1,0.1454913424780751,82000,0,1,0,0,27,0.8545454545454579,0.052947878040380904
1,5,0,1,0.1679784124128626,99999,0,0,0,0,595,0.5818181818181826,0.018910027951081602
1,5,0,0,0.016190690353047002,99999,1,0,1,1,472,0.5818181818181826,0.029922273568207845
0,4,0,1,0.1904654823476501,...,0,1,0,0,383,0.5090909090909116,0.034927839757810684
0,0,0,0,0.1454913424780751,١٣٠٠٠٠,0,0,0,0,602,0.7454545454545478,0.033926726519890114
0,4,0,0,0.21295255228243762,45000,1,1,1,1,383,0.8727272727272739,0.1640714474495639
1,1,0,1,0.32538790195637507,380000,0,1,0,0,478,0.41818181818181743,0.043937858899095794
0,4,0,1,0.12300427254328761,70000,0,1,0,0,305,0.8545454545454579,0.07597348251255395
0,4,0,0,0.40409264672813133,٣٥٠٠٠,1,0,1,1,344,0.836363636363642,0.15906588125996107
1,4,0,0,0.21295255228243762,140 الف,0,1,0,0,597,0.7272727272727318,0.05394899127830147
1,4,0,1,0.1679784124128626,135000,0,1,0,0,132,0.8000000000000028,0.05995567070582487
0,4,0,1,0.1679784124128626,0000000,0,1,0,0,383,0.6181818181818217,0.044938972137016364
1,4,0,1,0.2579266921520126,٠٠٠٠٠٠٠٠٠٠,2,0,2,2,58,0.34545454545454635,0.020912254426922735
1,1,0,1,0.012817629862828873,99999,1,0,1,1,352,0.5454545454545435,0.03893229270949296
1,4,0,0,0.21295255228243762,55000,0,1,0,0,598,0.8545454545454579,0.08498350165383907
0,4,0,1,0.15673487744546885,99999,0,1,0,0,183,0.5454545454545435,0.0013905462874716685
1,4,0,0,0.21295255228243762,99999,2,1,2,2,598,0.890909090909097,0.1390436165015497
0,0,0,0,0.1679784124128626,90000الف فقط,0,1,0,0,556,0.836363636363642,0.0469411986128575
1,4,0,0,0.1679784124128626,99999,0,1,0,0,593,0.8181818181818188,0.05695233099206317
1,4,0,1,0.1679784124128626,١٠٠,0,1,0,0,132,0.7454545454545478,0.03793117947157239
0,4,0,0,0.15673487744546885,١٨٠,1,1,1,1,607,0.6545454545454537,0.028921160330287278
0,4,0,0,0.21295255228243762,18000,1,0,1,1,98,0.836363636363642,0.12903248412234403
1,4,0,1,0.26917022711940636,99999,2,1,2,2,339,0.41818181818181743,0.0159066882373199
1,5,0,1,0.23543962221722511,115000,0,0,0,0,339,0.890909090909097,0.1490547488807554
0,4,0,0,0.016190690353047002,14000,0,1,0,0,199,0.890909090909097,0.020912254426922735
0,4,0,1,0.12300427254328761,82000,0,1,0,0,305,0.8545454545454579,0.06396012365750714
0,4,0,0,0.21295255228243762,250000,2,0,2,2,67,0.6363636363636377,0.06396012365750714
0,4,0,1,0.1454913424780751,٤٥,0,0,0,0,27,0.8727272727272739,0.05394899127830147
1,5,0,1,0.20170901731504387,٤٥,0,0,0,0,285,0.7454545454545478,0.052947878040380904
0,0,0,2,0.1679784124128626,١٣٥,0,1,0,0,433,0.8000000000000028,0.04594008537493693
1,1,0,1,0.3029008320215876,99999,2,0,2,2,480,0.5272727272727276,0.0374306228526121
0,4,0,1,0.13424780751068136,٢٠٠,0,1,0,0,26,0.2727272727272682,0.004894442620193655
0,4,0,0,0.1904654823476501,185000,0,1,0,0,293,0.5818181818181826,0.033926726519890114
1,4,0,1,0.20170901731504387,99999,0,1,0,0,379,0.7454545454545478,0.07397125603671283
0,4,0,1,0.12300427254328761,99999,0,1,0,0,305,0.8545454545454579,0.06896568984710998
0,4,0,0,0.1679784124128626,62000 كيلومتر,0,0,0,0,114,0.8545454545454579,0.05895455746790431
1,4,0,0,0.20170901731504387,99999,0,0,0,0,379,0.7636363636363638,0.07697459575047452
0,4,0,1,0.1679784124128626,13,0,0,0,0,365,0.2727272727272682,0.011902235285637627
1,4,0,0,0.21295255228243762,99999,1,0,1,1,42,0.8727272727272739,0.19410484458718094
1,4,0,0,0.21295255228243762,43000,1,1,1,1,598,0.8545454545454579,0.10800910612601211
1,4,0,2,0.1679784124128626,75000,1,1,1,1,593,0.836363636363642,0.06696346337126885
1,4,0,1,0.1679784124128626,21000,0,1,0,0,254,0.7272727272727318,0.05394899127830147
1,4,0,1,0.1679784124128626,99999,0,0,0,0,390,0.8181818181818188,0.09899908698472701
1,5,0,1,0.20170901731504387,0000,1,1,1,1,383,0.6181818181818217,0.0469411986128575
0,4,0,0,0.1454913424780751,48000,1,1,1,1,383,0.8727272727272739,0.10901021936393268
1,4,0,2,0.21295255228243762,49,1,1,1,1,589,0.836363636363642,0.09699686050888587
0,4,1,0,0.1679784124128626,757575,0,1,0,0,602,0.7454545454545478,0.002691993496768406
0,4,0,0,0.35911850685855634,99999,0,1,0,0,162,0.5272727272727276,0.04093451918533409
0,4,0,0,0.1679784124128626,99999,0,0,0,0,431,0.7090909090909087,0.043937858899095794
0,4,0,1,0.15673487744546885,000000,0,1,0,0,183,0.6181818181818217,0.024916707378605005
0,2,0,0,0.1454913424780751,58000,1,1,1,1,423,0.8727272727272739,0.05895455746790431
0,4,0,1,0.1454913424780751,200000,0,0,0,0,374,0.7272727272727318,0.04594008537493693
0,4,0,1,0.1454913424780751,39000,0,1,0,0,27,0.8727272727272739,0.052947878040380904
0,4,0,0,0.1679784124128626,99999,0,1,0,0,595,0.7272727272727318,0.035928952995731255
0,4,0,1,0.1454913424780751,00000,1,1,1,1,110,0.38181818181817834,0.023915594140684438
1,4,0,0,0.26917022711940636,0000000,1,1,1,1,429,0.7272727272727318,0.05895455746790431
1,5,0,1,0.1454913424780751,0000000,0,0,0,0,425,0.836363636363642,0.043937858899095794
1,4,0,1,0.1679784124128626,120000,0,1,0,0,270,0.8181818181818188,0.07897682222631566
0,4,0,0,0.1679784124128626,46000,0,1,0,0,587,0.8545454545454579,0.07397125603671283
0,4,0,0,0.1679784124128626,99999,0,1,0,0,423,0.7272727272727318,0.03292561328196955
1,4,0,0,0.21295255228243762,60000,1,0,1,1,429,0.8727272727272739,0.15906588125996107
1,4,0,1,0.20170901731504387,99999,0,1,0,0,24,0.6545454545454537,0.03893229270949296
1,4,0,0,0.21295255228243762,17000,0,0,0,0,603,0.890909090909097,0.1390436165015497
1,1,1,0,0.03980211378457387,99999,0,1,0,0,352,0.836363636363642,0.20912154315598944
1,4,0,0,0.21295255228243762,43000,1,1,1,1,598,0.8545454545454579,0.10800910612601211
1,1,0,1,0.21295255228243762,750000,0,1,0,0,493,0.5272727272727276,0.03893229270949296
0,4,0,0,0.1679784124128626,99999,0,0,0,0,564,0.8181818181818188,0.05394899127830147
0,4,0,0,0.1904654823476501,99999,1,0,1,1,67,0.5272727272727276,0.04193563242325466
0,4,0,0,0.1454913424780751,40000,0,1,0,0,286,0.909090909090913,0.11101244583977382
0,4,0,0,0.21295255228243762,22000,1,0,1,1,606,0.7636363636363638,0.03893229270949296
1,4,0,1,0.1679784124128626,130000,0,0,0,0,270,0.836363636363642,0.08898795460552134
1,4,0,1,0.1679784124128626,450000,0,1,0,0,132,0.7454545454545478,0.043937858899095794
0,4,0,0,0.34787497189116257,300000,1,0,1,1,535,0.6363636363636377,0.08198016194007736
0,1,0,0,0.4378232516303126,99999,2,1,2,2,317,0.4000000000000014,0.025917820616525575
1,4,0,0,0.1679784124128626,99999,1,1,1,1,430,0.909090909090913,0.0929924075572036
1,4,0,1,0.1679784124128626,99999,2,0,2,2,257,0.836363636363642,0.0839823884159185
0,4,0,0,0.1454913424780751,99999,0,0,0,0,593,0.890909090909097,0.06396012365750714
0,4,0,0,0.1454913424780751,124000,0,0,0,0,383,0.8000000000000028,0.0839823884159185
0,4,0,0,0.1454913424780751,99999,0,0,0,0,374,0.6727272727272767,0.039432849328453236
0,4,0,0,0.1454913424780751,100000,0,1,0,0,113,0.8000000000000028,0.04193563242325466
0,4,0,0,0.1454913424780751,99999,0,0,0,0,610,0.6545454545454537,0.03042283018716813
0,4,0,1,0.15673487744546885,99999,0,1,0,0,183,0.5454545454545435,0.021913367664843305
0,4,0,0,0.23543962221722511,100000 كيلو متر,1,1,1,1,68,0.6727272727272767,0.08498350165383907
0,4,0,0,0.1904654823476501,172,0,1,0,0,575,0.7090909090909087,0.04243618904221494
0,4,0,1,0.1679784124128626,00000,0,1,0,0,22,0.2727272727272682,0.012903348523558195
0,2,0,1,0.1679784124128626,133,0,1,0,0,290,0.6909090909090927,0.043937858899095794
0,4,0,0,0.1904654823476501,0000000,0,0,0,0,575,0.7454545454545478,0.051946764802460334
1,5,0,1,0.26917022711940636,99999,0,1,0,0,339,0.4545454545454565,0.013904461761478764
0,4,0,0,0.21295255228243762,95,1,0,1,1,364,0.8545454545454579,0.1240269179327412
0,5,0,1,0.1679784124128626,75000,0,1,0,0,292,0.4545454545454565,0.01740835809420075
1,4,0,0,0.1679784124128626,99999,0,0,0,0,270,0.8727272727272739,0.09699686050888587
1,4,0,1,0.1679784124128626,99999,0,0,0,0,390,0.8545454545454579,0.09399352079512417
0,4,0,1,0.1286260400269845,99999,2,0,2,2,403,0.8727272727272739,0.04744175523181778
1,4,0,0,0.21295255228243762,98000,0,1,0,0,426,0.890909090909097,0.09699686050888587
1,4,0,1,0.1679784124128626,72000,2,1,2,2,132,0.890909090909097,0.07597348251255395
0,4,0,1,0.1679784124128626,100000,0,0,0,0,21,0.6727272727272767,0.04093451918533409
1,4,0,0,0.32538790195637507,99999,1,0,1,1,477,0.8000000000000028,0.2191326755351951
0,4,1,0,0.1679784124128626,300,0,1,0,0,290,0.6181818181818217,0.0013905462874716685
0,4,0,1,0.1904654823476501,99999,0,1,0,0,67,0.5454545454545435,0.04594008537493693
0,4,0,0,0.10051720260850013,25000,0,1,0,0,424,0.8727272727272739,0.04794231185077806
1,4,0,1,0.20170901731504387,١٩ الف سنويا,0,1,0,0,386,0.7454545454545478,0.06095678394374544
1,4,0,0,0.21295255228243762,١٥٠٠٠٠,1,0,1,1,574,0.7272727272727318,0.04894342508869863
0,4,0,0,0.1454913424780751,11467,0,1,0,0,423,0.8727272727272739,0.06996680308503055
0,4,0,0,0.1679784124128626,120000,1,0,1,1,587,0.7454545454545478,0.04093451918533409
0,4,0,1,0.12300427254328761,35000,0,1,0,0,341,0.8181818181818188,0.04193563242325466
0,4,0,0,0.1679784124128626,100000,1,1,1,1,610,0.7090909090909087,0.03893229270949296
1,4,0,1,0.20170901731504387,99999,0,1,0,0,390,0.5999999999999985,0.028921160330287278
0,4,0,1,0.07803013267371262,120,0,0,0,0,185,0.6363636363636377,0.012903348523558195
0,4,0,1,0.1679784124128626,180000,0,1,0,0,21,0.5999999999999985,0.03542839637677097
0,4,0,1,0.1679784124128626,99999,0,0,0,0,592,0.7090909090909087,0.04093451918533409
